id	name	kind
Computational-Gene-Sets-CGN::GCM_HMGA2	GCM_HMGA2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_IL6ST	GCM_IL6ST	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_ING1	GCM_ING1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MAP1B	GCM_MAP1B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MAP4K4	GCM_MAP4K4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MAPK10	GCM_MAPK10	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MAX	GCM_MAX	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MLL	GCM_MLL	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_MYST2	GCM_MYST2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_NCAM1	GCM_NCAM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_NF2	GCM_NF2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_NPM1	GCM_NPM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_NUMA1	GCM_NUMA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PFN1	GCM_PFN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PPM1D	GCM_PPM1D	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PPP1CC	GCM_PPP1CC	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PSME1	GCM_PSME1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PTK2	GCM_PTK2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PTPRD	GCM_PTPRD	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_PTPRU	GCM_PTPRU	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RAB10	GCM_RAB10	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RAD21	GCM_RAD21	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RAF1	GCM_RAF1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RAN	GCM_RAN	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RAP2A	GCM_RAP2A	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RBM8A	GCM_RBM8A	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_RING1	GCM_RING1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_SIRT2	GCM_SIRT2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_SMARCD1	GCM_SMARCD1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_SMO	GCM_SMO	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_SUFU	GCM_SUFU	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_SUPT4H1	GCM_SUPT4H1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_TINF2	GCM_TINF2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_TPR	GCM_TPR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_TPT1	GCM_TPT1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_UBE2N	GCM_UBE2N	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_USP6	GCM_USP6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GCM_ZNF198	GCM_ZNF198	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_ANK1	GNF2_ANK1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_APEX1	GNF2_APEX1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_BNIP2	GNF2_BNIP2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_BNIP3L	GNF2_BNIP3L	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_BUB1B	GNF2_BUB1B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_BUB3	GNF2_BUB3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CARD15	GNF2_CARD15	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CASP1	GNF2_CASP1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CCNA1	GNF2_CCNA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CCNA2	GNF2_CCNA2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CD1D	GNF2_CD1D	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CD53	GNF2_CD53	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CD7	GNF2_CD7	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CDC2	GNF2_CDC2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CDC27	GNF2_CDC27	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CENPE	GNF2_CENPE	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CENPF	GNF2_CENPF	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_CKS2	GNF2_CKS2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_DAP3	GNF2_DAP3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_DDX5	GNF2_DDX5	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_DEK	GNF2_DEK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_DENR	GNF2_DENR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_DNM1	GNF2_DNM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_EIF3S6	GNF2_EIF3S6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_ELAC2	GNF2_ELAC2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_FBL	GNF2_FBL	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_FEN1	GNF2_FEN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_G22P1	GNF2_G22P1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_GLTSCR2	GNF2_GLTSCR2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_GSTM1	GNF2_GSTM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HCK	GNF2_HCK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HDAC1	GNF2_HDAC1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HLA-C	GNF2_HLA-C	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HMMR	GNF2_HMMR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HPN	GNF2_HPN	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_HPX	GNF2_HPX	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_IL2RB	GNF2_IL2RB	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_INPP5D	GNF2_INPP5D	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_JAK1	GNF2_JAK1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_KPNB1	GNF2_KPNB1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_LCAT	GNF2_LCAT	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MAP2K3	GNF2_MAP2K3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MAPT	GNF2_MAPT	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MBD4	GNF2_MBD4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MCL1	GNF2_MCL1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MCM4	GNF2_MCM4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MCM5	GNF2_MCM5	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MLF1	GNF2_MLF1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MLH1	GNF2_MLH1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_MYD88	GNF2_MYD88	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_NPM1	GNF2_NPM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_NS	GNF2_NS	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PA2G4	GNF2_PA2G4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PAK2	GNF2_PAK2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PCNA	GNF2_PCNA	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PECAM1	GNF2_PECAM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PPP6C	GNF2_PPP6C	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PTPN4	GNF2_PTPN4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PTPN6	GNF2_PTPN6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_PTPRC	GNF2_PTPRC	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RAB7L1	GNF2_RAB7L1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RAD23A	GNF2_RAD23A	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RAN	GNF2_RAN	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RBBP6	GNF2_RBBP6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RFC3	GNF2_RFC3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RFC4	GNF2_RFC4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RPA1	GNF2_RPA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RRM1	GNF2_RRM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_RTN1	GNF2_RTN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_SELL	GNF2_SELL	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_SMC4L1	GNF2_SMC4L1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_SPTA1	GNF2_SPTA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_SPTB	GNF2_SPTB	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_STAT6	GNF2_STAT6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_TAL1	GNF2_TAL1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_TDG	GNF2_TDG	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_TST	GNF2_TST	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_TTK	GNF2_TTK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_TYK2	GNF2_TYK2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_UBE2I	GNF2_UBE2I	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_VAV1	GNF2_VAV1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::GNF2_XRCC5	GNF2_XRCC5	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_AATF	MORF_AATF	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ACP1	MORF_ACP1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ACTG1	MORF_ACTG1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ANP32B	MORF_ANP32B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_AP2M1	MORF_AP2M1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_AP3D1	MORF_AP3D1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ARAF1	MORF_ARAF1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ARL3	MORF_ARL3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ATF2	MORF_ATF2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ATOX1	MORF_ATOX1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ATRX	MORF_ATRX	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BAG5	MORF_BAG5	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BCL2	MORF_BCL2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BCL2L11	MORF_BCL2L11	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BECN1	MORF_BECN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BMI1	MORF_BMI1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BMPR2	MORF_BMPR2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BNIP1	MORF_BNIP1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BRCA1	MORF_BRCA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BUB1	MORF_BUB1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BUB1B	MORF_BUB1B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_BUB3	MORF_BUB3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CAMK4	MORF_CAMK4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CASP10	MORF_CASP10	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CASP2	MORF_CASP2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CCNF	MORF_CCNF	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CCNI	MORF_CCNI	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CD8A	MORF_CD8A	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CDC10	MORF_CDC10	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CDC16	MORF_CDC16	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CDC2L5	MORF_CDC2L5	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CDH4	MORF_CDH4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CDK2	MORF_CDK2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CNTN1	MORF_CNTN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CSNK1D	MORF_CSNK1D	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CSNK2B	MORF_CSNK2B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CTBP1	MORF_CTBP1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CTSB	MORF_CTSB	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_CUL1	MORF_CUL1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DAP	MORF_DAP	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DAP3	MORF_DAP3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DCC	MORF_DCC	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DDB1	MORF_DDB1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DDX11	MORF_DDX11	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DEAF1	MORF_DEAF1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DEK	MORF_DEK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DMPK	MORF_DMPK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_DNMT1	MORF_DNMT1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EI24	MORF_EI24	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EIF3S2	MORF_EIF3S2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EIF3S6	MORF_EIF3S6	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EIF4A2	MORF_EIF4A2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EIF4E	MORF_EIF4E	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_EPHA7	MORF_EPHA7	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ERCC2	MORF_ERCC2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ERCC4	MORF_ERCC4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ERH	MORF_ERH	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ESPL1	MORF_ESPL1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ESR1	MORF_ESR1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ETV3	MORF_ETV3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FANCG	MORF_FANCG	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FBL	MORF_FBL	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FDXR	MORF_FDXR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FEN1	MORF_FEN1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FLT1	MORF_FLT1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FOSL1	MORF_FOSL1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FRK	MORF_FRK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_FSHR	MORF_FSHR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_G22P1	MORF_G22P1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_GMPS	MORF_GMPS	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_GNB1	MORF_GNB1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_GPX4	MORF_GPX4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_GSPT1	MORF_GSPT1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_HAT1	MORF_HAT1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_HDAC1	MORF_HDAC1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_HDAC2	MORF_HDAC2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_HEAB	MORF_HEAB	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IFNA1	MORF_IFNA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IKBKG	MORF_IKBKG	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IL13	MORF_IL13	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IL16	MORF_IL16	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IL4	MORF_IL4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_IL9	MORF_IL9	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ITGA2	MORF_ITGA2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_JAG1	MORF_JAG1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_JAK3	MORF_JAK3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_JUND	MORF_JUND	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_KDR	MORF_KDR	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_LCAT	MORF_LCAT	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_LTK	MORF_LTK	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MAGEA8	MORF_MAGEA8	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MAGEA9	MORF_MAGEA9	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MAP2K2	MORF_MAP2K2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MAP2K7	MORF_MAP2K7	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MAP3K14	MORF_MAP3K14	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MBD4	MORF_MBD4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MDM2	MORF_MDM2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MLLT10	MORF_MLLT10	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MSH2	MORF_MSH2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MSH3	MORF_MSH3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MT4	MORF_MT4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MTA1	MORF_MTA1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MYC	MORF_MYC	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MYL3	MORF_MYL3	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_MYST2	MORF_MYST2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_NF1	MORF_NF1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_NME2	MORF_NME2	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_NOS2A	MORF_NOS2A	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_NPM1	MORF_NPM1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_ORC1L	MORF_ORC1L	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PAPSS1	MORF_PAPSS1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PAX7	MORF_PAX7	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PCNA	MORF_PCNA	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PDCD1	MORF_PDCD1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PDPK1	MORF_PDPK1	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PHB	MORF_PHB	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PML	MORF_PML	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP1CA	MORF_PPP1CA	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP1CC	MORF_PPP1CC	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP2CA	MORF_PPP2CA	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP2R4	MORF_PPP2R4	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP2R5B	MORF_PPP2R5B	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP2R5E	MORF_PPP2R5E	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP5C	MORF_PPP5C	Computational-Gene-Sets-CGN
Computational-Gene-Sets-CGN::MORF_PPP6C	MORF_PPP6C	Computational-Gene-Sets-CGN
